ID;Dossier von;Dossier bis;Produkt
id01044;2021-03;2021-10;Sozialhilfeleistung
id03406;2016-02;2017-11;Sozialhilfeleistung
id03406;2021-11;2021-12;Sozialhilfeleistung
id03406;2022-01;;Sozialhilfeleistung
id03551;2022-01;2022-02;Sozialhilfeleistung
id00052;2019-05;2019-08;Sozialhilfeleistung
id02975;2016-05;2017-11;Sozialhilfeleistung
id02975;2018-10;2019-06;Sozialhilfeleistung
id01362;2014-02;2016-12;Sozialhilfeleistung
id02049;2020-11;2021-04;Sozialhilfeleistung
id02049;2021-11;2021-12;Sozialhilfeleistung
id02049;2022-01;;Sozialhilfeleistung
id04669;2017-08;2017-12;Sozialhilfeleistung
id04669;2018-01;2019-06;Sozialhilfeleistung
id00532;2017-07;2017-12;Sozialhilfeleistung
id04447;2016-03;2017-06;Sozialhilfeleistung
id04119;2012-09;2021-12;Sozialhilfeleistung
id01474;2021-01;2021-05;Sozialhilfeleistung
id00186;2021-06;2021-12;Sozialhilfeleistung
id03527;2021-03;2021-07;Sozialhilfeleistung
id02924;2019-07;2021-12;Sozialhilfeleistung
id02972;2015-08;2018-01;Sozialhilfeleistung
id04898;2012-10;2017-01;Sozialhilfeleistung
id01414;2014-02;2017-08;Sozialhilfeleistung
id00351;2015-10;2016-01;Sozialhilfeleistung
id01108;2017-07;2020-05;Sozialhilfeleistung
id01131;2018-01;2018-02;Sozialhilfeleistung
id01131;2018-02;2020-02;Sozialhilfeleistung
id01096;2018-02;2018-12;Sozialhilfeleistung
id03658;2018-10;2019-05;Sozialhilfeleistung
id02902;2022-01;2022-02;Sozialhilfeleistung
id00614;2014-01;2017-06;Sozialhilfeleistung
id02674;2015-11;2017-11;Sozialhilfeleistung
id00523;2017-10;2018-05;Sozialhilfeleistung
id00275;2012-11;2017-02;Sozialhilfeleistung
id00275;2020-03;2021-12;Sozialhilfeleistung
id04421;2022-01;;Sozialhilfeleistung
id04645;2015-06;2021-12;Sozialhilfeleistung
id04645;2022-01;;Sozialhilfeleistung
id01487;2015-09;2016-01;Sozialhilfeleistung
id01487;2016-01;2017-08;Sozialhilfeleistung
id02565;2019-07;2021-12;Sozialhilfeleistung
id00505;2016-09;2018-07;Sozialhilfeleistung
id00505;2019-07;2021-08;Sozialhilfeleistung
id00117;2013-12;2017-09;Sozialhilfeleistung
id00117;2019-03;2021-02;Sozialhilfeleistung
id04240;2017-07;2018-02;Sozialhilfeleistung
id04240;2021-12;2021-12;Sozialhilfeleistung
id04195;2014-07;2016-02;Sozialhilfeleistung
id00314;2022-01;;Sozialhilfeleistung
id01740;2022-01;;Sozialhilfeleistung
id00433;2014-02;2017-09;Sozialhilfeleistung
id00433;2021-03;2021-09;Sozialhilfeleistung
id03324;2016-10;2017-08;Sozialhilfeleistung
id00228;2019-07;2020-10;Sozialhilfeleistung
id03631;2017-01;2017-07;Sozialhilfeleistung
id02492;2018-10;2018-12;Sozialhilfeleistung
id00561;2018-02;2019-06;Sozialhilfeleistung
id02143;2015-09;2016-03;Sozialhilfeleistung
id04412;2020-07;2021-02;Sozialhilfeleistung
id04412;2022-01;;Sozialhilfeleistung
id02190;2017-09;2020-06;Sozialhilfeleistung
id01555;2019-07;2020-10;Sozialhilfeleistung
id04276;2019-07;2021-12;Sozialhilfeleistung
id00502;2017-06;2019-06;Sozialhilfeleistung
id00502;2019-12;2020-01;Sozialhilfeleistung
id00502;2020-01;2021-12;Sozialhilfeleistung
id00495;2019-04;2019-09;Sozialhilfeleistung
id01137;2013-10;2017-07;Sozialhilfeleistung
id04162;2013-06;2021-12;Sozialhilfeleistung
id00998;2013-04;2021-12;Sozialhilfeleistung
id00998;2022-01;;Sozialhilfeleistung
id04856;2019-07;2020-09;Sozialhilfeleistung
id02965;2015-03;2016-03;Sozialhilfeleistung
id02965;2020-10;2021-12;Sozialhilfeleistung
id01422;2017-07;2018-02;Sozialhilfeleistung
id00207;2016-07;2017-05;Sozialhilfeleistung
id00207;2017-06;2018-07;Sozialhilfeleistung
id03666;2019-01;2019-04;Sozialhilfeleistung
id03666;2020-06;2021-12;Sozialhilfeleistung
id02195;2014-04;2016-09;Sozialhilfeleistung
id04197;2018-08;2019-05;Sozialhilfeleistung
id00055;2015-08;2016-03;Sozialhilfeleistung
id03248;2019-07;2019-10;Sozialhilfeleistung
id03248;2019-11;2021-01;Rückerstattung
id02303;2015-09;2019-06;Rückerstattung
id03718;2013-07;2016-08;Sozialhilfeleistung
id01595;2016-03;2017-02;Sozialhilfeleistung
id00744;2014-09;2017-07;Sozialhilfeleistung
id00744;2018-01;2020-06;Sozialhilfeleistung
id00744;2022-01;;Sozialhilfeleistung
id02228;2018-04;2018-07;Sozialhilfeleistung
id02228;2019-07;2020-01;Sozialhilfeleistung
id01857;2020-07;2021-03;Sozialhilfeleistung
id04640;2015-09;2017-02;Sozialhilfeleistung
id04640;2017-02;2018-10;Sozialhilfeleistung
id04640;2022-01;;Sozialhilfeleistung
id02209;2016-06;2016-09;Sozialhilfeleistung
id02209;2020-05;2020-06;Sozialhilfeleistung
id01777;2017-02;2019-06;Sozialhilfeleistung
id00739;2020-12;2021-03;Sozialhilfeleistung
id04477;2019-01;2019-06;Sozialhilfeleistung
id04268;2016-05;2016-08;Sozialhilfeleistung
id04268;2020-06;2021-12;Sozialhilfeleistung
id04268;2022-01;2022-01;Sozialhilfeleistung
id02294;2015-12;2016-02;Sozialhilfeleistung
id00629;2019-07;2019-07;Sozialhilfeleistung
id00629;2019-08;2020-04;Sozialhilfeleistung
id04140;2013-09;2017-01;Sozialhilfeleistung
id04140;2022-01;;Sozialhilfeleistung
id03586;2020-05;2020-07;Sozialhilfeleistung
id03044;2019-07;2020-02;Sozialhilfeleistung
id03044;2020-02;2021-03;Sozialhilfeleistung
id02691;2019-07;2021-12;Sozialhilfeleistung
id02691;2022-01;;Sozialhilfeleistung
id04597;2014-05;2016-06;Sozialhilfeleistung
id04597;2017-11;2018-03;Sozialhilfeleistung
id04597;2018-03;2019-09;Sozialhilfeleistung
id00580;2016-03;2021-12;Sozialhilfeleistung
id03309;2021-03;2021-08;Sozialhilfeleistung
id02911;2015-02;2016-04;Sozialhilfeleistung
id02911;2016-08;2018-01;Sozialhilfeleistung
id01877;2019-04;2019-05;Sozialhilfeleistung
id03831;2016-02;2016-09;Sozialhilfeleistung
id00146;2016-01;2016-12;Sozialhilfeleistung
id00146;2017-06;2018-09;Sozialhilfeleistung
id00661;2018-11;2019-02;Sozialhilfeleistung
id00661;2021-11;2021-12;Sozialhilfeleistung
id03213;2020-11;2021-12;Sozialhilfeleistung
id02239;2022-01;;Sozialhilfeleistung
id02385;2018-06;2021-01;Sozialhilfeleistung
id03251;2015-06;2016-11;Sozialhilfeleistung
id01810;2017-02;2017-03;Sozialhilfeleistung
id01810;2018-08;2020-05;Sozialhilfeleistung
id01810;2022-01;;Sozialhilfeleistung
id04548;2016-05;2017-01;Sozialhilfeleistung
id01957;2017-07;2018-02;Sozialhilfeleistung
id01957;2022-02;;Sozialhilfeleistung
id01418;2014-12;2016-10;Sozialhilfeleistung
id03690;2014-04;2017-03;Sozialhilfeleistung
id02521;2015-08;2017-07;Sozialhilfeleistung
id02181;2013-10;2017-07;Sozialhilfeleistung
id01335;2015-08;2016-04;Sozialhilfeleistung
id01207;2014-12;2016-09;Sozialhilfeleistung
id03128;2016-02;2017-04;Sozialhilfeleistung
id04499;2015-07;2016-04;Sozialhilfeleistung
id04499;2019-03;2019-06;Sozialhilfeleistung
id02974;2018-02;2018-04;Sozialhilfeleistung
id02974;2018-05;2018-08;Sozialhilfeleistung
id04333;2015-01;2016-01;Rückerstattung
id00660;2018-06;2021-03;Sozialhilfeleistung
id00660;2022-01;2022-02;Sozialhilfeleistung
id01369;2019-07;2020-02;Sozialhilfeleistung
id01369;2020-06;2021-03;Sozialhilfeleistung
id01369;2022-01;2022-07;Sozialhilfeleistung
id00112;2015-06;2016-05;Sozialhilfeleistung
id00112;2020-02;2021-11;Sozialhilfeleistung
id00112;2021-11;2021-12;Sozialhilfeleistung
id02013;2020-02;2021-12;Sozialhilfeleistung
id02723;2017-12;2018-05;Sozialhilfeleistung
id02723;2018-05;2018-11;Sozialhilfeleistung
id03696;2022-01;;Rückerstattung
id00551;2017-12;2018-05;Sozialhilfeleistung
id04308;2018-06;2019-06;Sozialhilfeleistung
id04308;2019-07;2019-12;Sozialhilfeleistung
id03228;2018-01;2018-02;Sozialhilfeleistung
id00400;2018-08;2019-05;Sozialhilfeleistung
id04629;2019-03;2019-06;Sozialhilfeleistung
id04629;2021-02;2021-12;Sozialhilfeleistung
id00060;2018-12;2019-06;Sozialhilfeleistung
id03244;2018-02;2021-02;Sozialhilfeleistung
id01069;2019-10;2020-10;Sozialhilfeleistung
id03214;2020-09;2021-08;Sozialhilfeleistung
id00984;2017-12;2018-04;Sozialhilfeleistung
id02612;2018-01;2018-05;Sozialhilfeleistung
id02612;2018-12;2019-02;Sozialhilfeleistung
id02612;2019-02;2019-06;Sozialhilfeleistung
id04131;2018-04;2018-05;Sozialhilfeleistung
id00936;2019-09;2021-07;Sozialhilfeleistung
id03254;2018-04;2018-07;Sozialhilfeleistung
id02696;2020-06;2020-09;Sozialhilfeleistung
id04771;2018-03;2018-05;Sozialhilfeleistung
id01187;2019-07;2021-07;Sozialhilfeleistung
id03326;2018-06;2019-06;Sozialhilfeleistung
id00789;2021-12;2021-12;Sozialhilfeleistung
id04212;2022-01;;Sozialhilfeleistung
id04460;2018-01;2018-04;Sozialhilfeleistung
id04460;2018-04;2018-12;Sozialhilfeleistung
id04711;2018-01;2018-04;Sozialhilfeleistung
id01213;2018-02;2019-02;Sozialhilfeleistung
id02042;2018-02;2019-03;Sozialhilfeleistung
id02042;2019-03;2019-06;Sozialhilfeleistung
id02042;2020-09;2021-01;Sozialhilfeleistung
id00939;2021-02;2021-06;Sozialhilfeleistung
id00412;2019-07;2021-03;Sozialhilfeleistung
id01533;2018-02;2018-06;Sozialhilfeleistung
id01533;2021-01;2021-11;Sozialhilfeleistung
id00705;2018-09;2019-06;Sozialhilfeleistung
id00705;2021-08;2021-12;Sozialhilfeleistung
id04389;2017-12;2018-05;Sozialhilfeleistung
id03104;2018-03;2018-12;Sozialhilfeleistung
id02915;2018-04;2018-06;Sozialhilfeleistung
id02716;2019-03;2019-09;Sozialhilfeleistung
id03921;2019-09;2021-12;Sozialhilfeleistung
id04340;2019-07;2021-12;Sozialhilfeleistung
id04340;2022-01;;Sozialhilfeleistung
id04365;2019-07;2021-01;Sozialhilfeleistung
id04365;2022-01;2022-01;Sozialhilfeleistung
id02388;2019-07;2020-05;Sozialhilfeleistung
id02253;2020-06;2020-12;Sozialhilfeleistung
id03994;2019-04;2019-09;Sozialhilfeleistung
id01378;2020-06;2020-11;Sozialhilfeleistung
id02030;2020-06;2021-12;Sozialhilfeleistung
id01797;2018-03;2018-08;Sozialhilfeleistung
id04809;2019-07;2020-06;Sozialhilfeleistung
id04881;2019-07;2021-12;Sozialhilfeleistung
id04881;2022-01;;Sozialhilfeleistung
id00641;2018-03;2018-06;Sozialhilfeleistung
id00641;2018-10;2019-01;Sozialhilfeleistung
id04524;2018-03;2018-11;Sozialhilfeleistung
id03873;2018-07;2019-06;Sozialhilfeleistung
id03873;2022-01;;Sozialhilfeleistung
id03640;2018-05;2018-07;Sozialhilfeleistung
id04209;2018-08;2018-10;Sozialhilfeleistung
id04209;2019-07;2020-03;Sozialhilfeleistung
id00386;2018-04;2018-09;Sozialhilfeleistung
id01964;2018-07;2018-09;Sozialhilfeleistung
id03062;2022-01;;Sozialhilfeleistung
id00140;2018-05;2019-06;Sozialhilfeleistung
id00140;2019-07;2020-02;Sozialhilfeleistung
id02213;2018-09;2019-06;Sozialhilfeleistung
id02213;2021-04;2021-12;Sozialhilfeleistung
id04543;2018-04;2018-12;Sozialhilfeleistung
id02657;2018-03;2018-08;Sozialhilfeleistung
id02653;2018-04;2018-12;Sozialhilfeleistung
id02892;2018-11;2019-09;Sozialhilfeleistung
id01212;2018-04;2019-02;Sozialhilfeleistung
id02346;2018-04;2018-12;Sozialhilfeleistung
id04395;2018-07;2019-10;Sozialhilfeleistung
id03668;2018-04;2018-08;Sozialhilfeleistung
id03668;2018-08;2019-06;Sozialhilfeleistung
id01028;2018-04;2018-11;Sozialhilfeleistung
id03822;2018-04;2018-11;Sozialhilfeleistung
id02814;2018-04;2018-10;Sozialhilfeleistung
id04779;2018-04;2018-08;Sozialhilfeleistung
id01149;2018-09;2018-10;Sozialhilfeleistung
id01149;2019-01;2019-11;Sozialhilfeleistung
id04581;2018-05;2019-06;Sozialhilfeleistung
id04581;2021-03;2021-12;Sozialhilfeleistung
id02589;2020-03;2021-12;Sozialhilfeleistung
id02589;2022-01;;Sozialhilfeleistung
id00937;2019-09;2021-12;Sozialhilfeleistung
id02207;2019-07;2020-02;Sozialhilfeleistung
id03322;2018-09;2020-06;Sozialhilfeleistung
id02563;2018-05;2018-11;Sozialhilfeleistung
id00689;2018-02;2019-11;Sozialhilfeleistung
id00267;2018-06;2019-01;Sozialhilfeleistung
id01118;2022-01;2022-02;Sozialhilfeleistung
id03507;2018-06;2018-09;Sozialhilfeleistung
id01915;2021-09;2021-12;Sozialhilfeleistung
id02880;2021-04;2021-12;Rückerstattung
id01689;2018-05;2018-09;Sozialhilfeleistung
id02270;2022-01;2022-08;Sozialhilfeleistung
id00539;2018-06;2018-09;Sozialhilfeleistung
id04398;2020-07;2021-11;Sozialhilfeleistung
id00321;2022-01;;Sozialhilfeleistung
id01383;2019-06;2019-11;Sozialhilfeleistung
id01202;2020-09;2021-02;Sozialhilfeleistung
id01202;2022-01;2022-07;Sozialhilfeleistung
id04072;2020-02;2020-08;Sozialhilfeleistung
id02225;2018-10;2019-06;Sozialhilfeleistung
id03832;2018-07;2019-06;Sozialhilfeleistung
id03832;2019-07;2021-12;Sozialhilfeleistung
id01664;2019-06;2020-07;Sozialhilfeleistung
id01455;2018-11;2019-06;Sozialhilfeleistung
id02356;2020-10;2021-12;Sozialhilfeleistung
id01827;2018-09;2019-06;Sozialhilfeleistung
id02065;2018-08;2018-11;
id03679;2018-07;2018-11;Sozialhilfeleistung
id02908;2018-11;2019-06;Sozialhilfeleistung
id03140;2021-11;2022-04;Sozialhilfeleistung
id02802;2018-09;2019-03;Sozialhilfeleistung
id01776;2018-07;2018-11;Sozialhilfeleistung
id02749;2015-10;2016-07;Sozialhilfeleistung
id02094;2022-01;;Sozialhilfeleistung
id03409;2016-01;2016-04;Sozialhilfeleistung
id00891;2013-11;2017-01;Sozialhilfeleistung
id04530;2018-10;2019-08;Sozialhilfeleistung
id04449;2014-06;2017-07;Sozialhilfeleistung
id03195;2015-03;2020-12;Sozialhilfeleistung
id00637;2015-10;2019-06;Sozialhilfeleistung
id03907;2020-06;2020-11;Sozialhilfeleistung
id02794;2017-07;2018-02;Sozialhilfeleistung
id01547;2017-07;2018-02;Sozialhilfeleistung
id01547;2018-02;2018-12;Sozialhilfeleistung
id00432;2017-11;2019-02;Sozialhilfeleistung
id00980;2018-02;2021-08;Sozialhilfeleistung
id04125;2013-10;2020-03;Sozialhilfeleistung
id02152;2019-07;2019-07;Sozialhilfeleistung
id02152;2019-08;2020-09;Sozialhilfeleistung
id04003;2017-07;2018-03;Sozialhilfeleistung
id00054;2019-08;2020-08;Sozialhilfeleistung
id01226;2018-02;2018-07;Sozialhilfeleistung
id01226;2020-07;2021-08;Sozialhilfeleistung
id04121;2018-10;2018-12;Sozialhilfeleistung
id00948;2017-07;2017-09;Sozialhilfeleistung
id00948;2017-10;2017-10;Sozialhilfeleistung
id00948;2017-10;2018-08;Sozialhilfeleistung
id00948;2022-01;2022-02;Sozialhilfeleistung
id03786;2017-08;2017-12;Sozialhilfeleistung
id00595;2019-07;2021-12;Sozialhilfeleistung
id00595;2022-01;2022-02;Sozialhilfeleistung
id01719;2017-08;2018-01;Sozialhilfeleistung
id04740;2019-07;2021-12;Sozialhilfeleistung
id04093;2018-02;2018-03;Sozialhilfeleistung
id00456;2018-01;2019-04;Sozialhilfeleistung
id01773;2019-07;2021-12;Sozialhilfeleistung
id03183;2018-01;2021-12;Sozialhilfeleistung
id04796;2018-08;2018-09;Sozialhilfeleistung
id04796;2020-04;2020-06;Sozialhilfeleistung
id04796;2022-01;;Sozialhilfeleistung
id02885;2018-02;2019-10;Sozialhilfeleistung
id01974;2017-09;2017-12;Sozialhilfeleistung
id01974;2019-03;2019-03;Sozialhilfeleistung
id01809;2017-08;2017-10;Sozialhilfeleistung
id00885;2018-04;2019-11;Sozialhilfeleistung
id02175;2017-10;2018-03;Sozialhilfeleistung
id02848;2017-09;2017-12;Sozialhilfeleistung
id02848;2018-01;2018-04;Sozialhilfeleistung
id02848;2018-05;2020-01;Sozialhilfeleistung
id03231;2018-02;2018-07;Sozialhilfeleistung
id03231;2018-07;2019-06;Sozialhilfeleistung
id01573;2022-01;;Sozialhilfeleistung
id02844;2017-08;2017-12;Sozialhilfeleistung
id00747;2018-02;2021-03;Sozialhilfeleistung
id00701;2017-08;2017-08;Sozialhilfeleistung
id03110;2017-09;2017-10;Sozialhilfeleistung
id03110;2017-10;2017-10;Sozialhilfeleistung
id00448;2018-01;2021-12;Sozialhilfeleistung
id00448;2022-01;;Sozialhilfeleistung
id01355;2017-12;2018-03;Sozialhilfeleistung
id01355;2019-07;2020-04;Sozialhilfeleistung
id04334;2018-09;2020-01;Sozialhilfeleistung
id03667;2019-03;2019-06;Sozialhilfeleistung
id03667;2022-01;;Sozialhilfeleistung
id02725;2017-10;2018-05;Sozialhilfeleistung
id01620;2017-10;2018-10;Sozialhilfeleistung
id01620;2022-01;;Rückerstattung
id04204;2017-09;2018-02;Sozialhilfeleistung
id03942;2017-10;2018-05;Sozialhilfeleistung
id02056;2017-09;2017-12;Sozialhilfeleistung
id02830;2017-10;2018-11;Sozialhilfeleistung
id04916;2017-10;2017-11;Sozialhilfeleistung
id04916;2017-12;2017-12;Sozialhilfeleistung
id00025;2018-04;2018-12;Sozialhilfeleistung
id00025;2021-04;2021-12;Sozialhilfeleistung
id00025;2022-01;2022-02;Sozialhilfeleistung
id02971;2017-11;2017-12;Sozialhilfeleistung
id02150;2018-03;2019-01;Sozialhilfeleistung
id00771;2018-04;2019-05;Sozialhilfeleistung
id00771;2020-06;2021-12;Sozialhilfeleistung
id01769;2018-01;2018-05;Sozialhilfeleistung
id01295;2019-07;2019-12;Sozialhilfeleistung
id01295;2020-01;2021-11;Sozialhilfeleistung
id00150;2017-10;2017-12;Sozialhilfeleistung
id04684;2018-04;2019-03;Sozialhilfeleistung
id02464;2018-02;2018-07;Sozialhilfeleistung
id02464;2018-07;2020-12;Sozialhilfeleistung
id02142;2018-03;2018-11;Sozialhilfeleistung
id00567;2018-09;2019-01;Sozialhilfeleistung
id01450;2018-05;2019-06;Rückerstattung
id02884;2017-11;2017-12;Sozialhilfeleistung
id04007;2018-01;2019-10;Sozialhilfeleistung
id02427;2018-03;2018-06;Sozialhilfeleistung
id02427;2019-06;2019-06;Sozialhilfeleistung
id01525;2019-07;2021-12;Sozialhilfeleistung
id04309;2018-01;2018-02;Sozialhilfeleistung
id04309;2022-01;;Sozialhilfeleistung
id02031;2018-03;2019-06;Sozialhilfeleistung
id03764;2020-03;2021-02;Sozialhilfeleistung
id01847;2022-01;;Sozialhilfeleistung
id03843;2018-01;2018-02;Sozialhilfeleistung
id04455;2018-01;2018-02;Sozialhilfeleistung
id04455;2019-09;2020-02;Sozialhilfeleistung
id02491;2022-03;;Sozialhilfeleistung
id00374;2019-03;2019-06;Sozialhilfeleistung
id03637;2018-03;2019-06;Sozialhilfeleistung
id04336;2019-07;2021-11;Sozialhilfeleistung
id00717;2018-10;2018-12;Sozialhilfeleistung
id02168;2018-05;2018-11;Sozialhilfeleistung
id02983;2018-08;2019-04;Sozialhilfeleistung
id01904;2019-05;2019-06;Sozialhilfeleistung
id02191;2018-03;2018-10;Sozialhilfeleistung
id01712;2017-12;2018-02;Sozialhilfeleistung
id01712;2021-09;2021-12;Sozialhilfeleistung
id01178;2017-12;2018-09;Sozialhilfeleistung
id01557;2019-07;2021-05;Sozialhilfeleistung
id01557;2022-01;2022-03;Sozialhilfeleistung
id02329;2019-07;2020-05;Sozialhilfeleistung
id03782;2017-11;2018-06;Sozialhilfeleistung
id02476;2021-04;2021-11;Sozialhilfeleistung
id01540;2022-01;;Rückerstattung
id00540;2017-06;2017-08;Sozialhilfeleistung
id02585;2016-08;2016-11;Sozialhilfeleistung
id02941;2022-01;2022-03;Sozialhilfeleistung
id03045;2018-01;2019-10;Sozialhilfeleistung
id03073;2022-01;;Sozialhilfeleistung
id00022;2017-12;2018-06;Sozialhilfeleistung
id00401;2016-03;2016-04;Sozialhilfeleistung
id03180;2017-05;2018-01;Sozialhilfeleistung
id03180;2019-04;2019-06;Sozialhilfeleistung
id03963;2019-07;2021-12;Sozialhilfeleistung
id04127;2022-01;;Rückerstattung
id02410;2017-12;2018-10;Sozialhilfeleistung
id01657;2011-09;2016-01;Sozialhilfeleistung
id00431;2016-02;2016-07;Sozialhilfeleistung
id00431;2022-01;;Sozialhilfeleistung
id03301;2016-06;2018-11;Sozialhilfeleistung
id00086;2020-08;2021-12;Sozialhilfeleistung
id01395;2011-09;2017-12;Sozialhilfeleistung
id01395;2018-01;2021-09;Sozialhilfeleistung
id01688;2011-11;2017-03;Sozialhilfeleistung
id03466;2020-11;2021-04;Sozialhilfeleistung
id04489;2016-01;2016-05;Sozialhilfeleistung
id02602;2017-01;2017-01;Sozialhilfeleistung
id02602;2019-06;2019-12;Sozialhilfeleistung
id01848;2013-07;2019-06;Sozialhilfeleistung
id00646;2011-11;2017-08;Sozialhilfeleistung
id02542;2018-06;2018-07;Sozialhilfeleistung
id03919;2017-06;2018-08;Sozialhilfeleistung
id03919;2019-07;2020-07;Sozialhilfeleistung
id02373;2016-02;2016-05;Sozialhilfeleistung
id02886;2011-10;2017-12;Sozialhilfeleistung
id02886;2018-01;2019-03;Sozialhilfeleistung
id01206;2019-07;2019-11;Sozialhilfeleistung
id00626;2017-07;2019-08;Sozialhilfeleistung
id00626;2019-09;2020-08;Sozialhilfeleistung
id01588;2012-06;2019-06;Sozialhilfeleistung
id01588;2019-07;2021-01;Sozialhilfeleistung
id02630;2020-08;2020-10;Sozialhilfeleistung
id02630;2020-10;2021-03;Sozialhilfeleistung
id00142;2018-06;2019-06;Sozialhilfeleistung
id02533;2017-07;2017-12;Sozialhilfeleistung
id04737;2018-02;2021-12;Sozialhilfeleistung
id04534;2019-07;2019-09;Sozialhilfeleistung
id02138;2020-04;2020-12;Sozialhilfeleistung
id00403;2012-02;2017-12;Sozialhilfeleistung
id03951;2020-12;2021-07;Sozialhilfeleistung
id03101;2019-07;2019-10;Sozialhilfeleistung
id03101;2021-09;2021-09;Sozialhilfeleistung
id02043;2017-07;2017-09;Sozialhilfeleistung
id02043;2017-09;2019-06;Sozialhilfeleistung
id00832;2016-12;2020-04;Sozialhilfeleistung
id02498;2015-08;2016-11;Sozialhilfeleistung
id02086;2016-12;2019-06;Sozialhilfeleistung
id02086;2019-07;2021-12;Sozialhilfeleistung
id01054;2017-01;2017-09;Sozialhilfeleistung
id01054;2020-09;2021-03;Sozialhilfeleistung
id04530;2021-06;2021-12;Sozialhilfeleistung
id03304;2020-06;2021-12;Sozialhilfeleistung
id01668;2018-03;2018-11;Sozialhilfeleistung
id03400;2022-01;;Sozialhilfeleistung
id04427;2019-07;2021-12;Sozialhilfeleistung
id02401;2016-02;2017-12;Sozialhilfeleistung
id02401;2022-01;;Sozialhilfeleistung
id03974;2018-05;2019-09;Sozialhilfeleistung
id02176;2015-04;2016-01;Sozialhilfeleistung
id02176;2018-01;2018-06;Sozialhilfeleistung
id01944;2014-10;2016-02;Sozialhilfeleistung
id03716;2017-10;2020-09;Sozialhilfeleistung
id02075;2016-05;2016-08;Sozialhilfeleistung
id02331;2014-04;2018-11;Sozialhilfeleistung
id01864;2022-01;;Sozialhilfeleistung
id03047;2017-06;2017-12;Sozialhilfeleistung
id01858;2017-10;2021-09;Sozialhilfeleistung
id01858;2021-09;2021-12;Sozialhilfeleistung
id00343;2015-11;2018-05;Sozialhilfeleistung
id02406;2021-12;2021-12;Sozialhilfeleistung
id01616;2018-12;2020-09;Sozialhilfeleistung
id01616;2021-03;2021-03;Sozialhilfeleistung
id01686;2014-03;2017-09;Sozialhilfeleistung
id00464;2016-07;2016-12;Sozialhilfeleistung
id00464;2022-01;;Sozialhilfeleistung
id04318;2019-07;2020-06;Sozialhilfeleistung
id00703;2017-05;2017-12;Sozialhilfeleistung
id04903;2016-01;2016-01;Sozialhilfeleistung
id04903;2019-06;2019-06;Sozialhilfeleistung
id04903;2019-07;2021-02;Sozialhilfeleistung
id02955;2017-08;2017-09;Sozialhilfeleistung
id04145;2020-01;2021-12;Sozialhilfeleistung
id01963;2019-07;2020-05;Sozialhilfeleistung
id01963;2020-05;2021-08;Sozialhilfeleistung
id00519;2015-08;2016-02;Sozialhilfeleistung
id03683;2016-01;2017-09;Sozialhilfeleistung
id02214;2016-12;2017-12;Sozialhilfeleistung
id02214;2019-05;2019-09;Sozialhilfeleistung
id03272;2014-05;2016-02;Sozialhilfeleistung
id01291;2021-08;2021-12;Sozialhilfeleistung
id00676;2014-11;2017-03;Sozialhilfeleistung
id00676;2017-03;2017-12;Sozialhilfeleistung
id01945;2015-08;2016-08;Sozialhilfeleistung
id01273;2019-02;2021-12;Rückerstattung
id01273;2022-01;;Rückerstattung
id04452;2015-12;2017-06;Sozialhilfeleistung
id04376;2022-01;2022-03;Sozialhilfeleistung
id00159;2019-01;2019-06;Sozialhilfeleistung
id01353;2016-06;2016-10;Sozialhilfeleistung
id03129;2015-06;2017-05;Sozialhilfeleistung
id02987;2020-07;2020-12;Sozialhilfeleistung
id00350;2017-04;2017-12;Sozialhilfeleistung
id01582;2019-07;2021-12;Sozialhilfeleistung
id03575;2015-08;2016-05;Sozialhilfeleistung
id01104;2019-04;2020-05;Sozialhilfeleistung
id01104;2022-01;2022-04;Sozialhilfeleistung
id03001;2014-09;2017-11;Sozialhilfeleistung
id03001;2017-12;2018-01;Sozialhilfeleistung
id03001;2019-07;2021-06;Sozialhilfeleistung
id01117;2022-01;;Sozialhilfeleistung
id03947;2014-08;2017-07;Sozialhilfeleistung
id03591;2019-07;2020-03;Sozialhilfeleistung
id00204;2020-04;2020-08;Sozialhilfeleistung
id01373;2014-12;2016-06;Sozialhilfeleistung
id03360;2019-07;2019-10;Sozialhilfeleistung
id00098;2014-08;2016-01;Sozialhilfeleistung
id00547;2014-06;2016-04;Sozialhilfeleistung
id03056;2015-01;2016-02;Sozialhilfeleistung
id01484;2020-03;2021-12;Sozialhilfeleistung
id01479;2015-03;2017-01;Sozialhilfeleistung
id03463;2014-08;2016-01;Sozialhilfeleistung
id02520;2021-09;2021-12;Sozialhilfeleistung
id02520;2022-01;;Sozialhilfeleistung
id00149;2018-09;2019-06;Sozialhilfeleistung
id00149;2022-01;2022-01;Sozialhilfeleistung
id04426;2016-10;2017-09;Sozialhilfeleistung
id01111;2019-02;2019-07;Sozialhilfeleistung
id01111;2022-01;;Sozialhilfeleistung
id00362;2015-12;2016-03;Sozialhilfeleistung
id00362;2020-02;2020-08;Sozialhilfeleistung
id02634;2020-02;2020-05;Sozialhilfeleistung
id02194;2018-06;2020-01;Sozialhilfeleistung
id01124;2016-09;2020-01;Sozialhilfeleistung
id01350;2017-07;2017-12;Sozialhilfeleistung
id01350;2018-01;2018-01;Sozialhilfeleistung
id01350;2018-01;2018-03;Sozialhilfeleistung
id00638;2020-10;2021-05;Sozialhilfeleistung
id02547;2018-04;2018-04;Rückerstattung
