id;Dossier structure;Dossier type;Product of last dossier version;Personal household (support unit);Persons in household total;Person category;Marital status;Nationality categories;In CH since birth;Age categories;Employment situation;Degree of employment;Part-time reason;Highest completed education;Trained profession category;last job category
id01687;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;36-45;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Verkaufskräfte;Verkaufskräfte
id04935;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;56-65;anderes (auf Arbeitssuche);;;Maturität, Berufsmatura, Diplommittelschule;Allgemeine Büro- und Sekretariatskräfte;Allgemeine Büro- und Sekretariatskräfte
id03021;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;Haushalt, familiäre Gründe;;;obligatorische Schule;kein | keine;Betreuungsberufe
id04016;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;Angestellt, regelmässig;Eine Teilzeitstelle (bis 49%);keine Vollzeitstelle;Maturität, Berufsmatura, Diplommittelschule;kein | keine;Betreuungsberufe
id04632;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;
id01110;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;Dauerinvalidität;;;obligatorische Schule;kein | keine;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id02046;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Person mit Kind / Kinder;verheiratet;Schweiz;FALSE;46-55;Haushalt, familiäre Gründe;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Geschäftsführer, Vorstände, leitende Verwaltungsbedienstete und Angehörige gesetzgebender Körperschaften
id03895;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Verkaufskräfte
id03067;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;36-45;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Allgemeine Büro- und Sekretariatskräfte
id03276;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;FALSE;46-55;Rentner/in;;;Anlehre;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id01547;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Berufe im Bereich personenbezogener Dienstleistungen
id03366;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Verkaufskräfte
id00727;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id00419;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;in der Lehre;Vollzeit(90+);;obligatorische Schule;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id01373;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Betriebswirte und vergleichbare Spezialisten
id04480;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;FALSE;46-55;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;Allgemeine Büro- und Sekretariatskräfte
id01128;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;in Ausbildung (ohne Lehrlinge);;;Berufslehre/-schule;kein | keine;Assistenzberufe im Gesundheitswesen
id04623;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;verheiratet;Schweiz;FALSE;56-65;Selbstständig;Eine Teilzeitstelle (bis 49%);keine Vollzeitstelle;Berufslehre/-schule;Führungskräfte in der Produktion und bei spezialisierten Dienstleistungen;Spezialisten in der Informations- und Kommunikationstechnologie
id03036;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id04102;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;26-35;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;kein | keine
id03943;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;18-25;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Schulbesuch weniger als 7 Jahre;kein | keine;kein | keine
id04256;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Verkaufskräfte
id01325;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Allgemeine Büro- und Sekretariatskräfte
id02037;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;46-55;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker;Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte
id02241;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;FALSE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Assistenzberufe im Gesundheitswesen;Juristische, soziale, kulturelle und verwandte Fachkräfte
id01179;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;in der Lehre;;;obligatorische Schule;kein | keine;Allgemeine Büro- und Sekretariatskräfte
id01731;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte;Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft
id04528;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Spezialisten in der Informations- und Kommunikationstechnologie;Spezialisten in der Informations- und Kommunikationstechnologie
id01988;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;Anlehre;Fachkräfte in der Landwirtschaft;Betriebswirtschaftliche und kaufmännische Fachkräfte und Verwaltungsfachkräfte
id03197;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;in der Lehre;Vollzeit(90+);;obligatorische Schule;kein | keine;Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft
id01439;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;ledig;Schweiz;TRUE;36-45;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Verkaufskräfte;Berufe im Bereich personenbezogener Dienstleistungen
id01005;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;Schweiz;TRUE;46-55;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Allgemeine Büro- und Sekretariatskräfte
id01313;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Verkaufskräfte
id02730;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Allgemeine Büro- und Sekretariatskräfte
id02613;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Fahrzeugführer und Bediener mobiler Anlagen
id02649;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;46-55;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Universität/Hochschule/Fachhochschule;Juristen, Sozialwissenschaftler und Kulturberufe;Juristen, Sozialwissenschaftler und Kulturberufe
id02954;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;18-25;ohne Arbeit, beim Arbeitsamt gemeldet;;;Anlehre;Verkaufskräfte;Verkaufskräfte
id00611;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;FALSE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Führungskräfte in Hotels und Restaurants, im Handel und in der Erbringung sonstiger Dienstleistungen
id01894;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id02755;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;in der Lehre;Vollzeit(90+);;obligatorische Schule;kein | keine;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id04463;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe;Elektriker und Elektroniker
id00833;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;46-55;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;höhere Fach- und Berufsausbildung;Bürokräfte mit Kundenkontakt;Informations- und Kommunikationstechniker
id00653;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;Haushalt, familiäre Gründe;;;obligatorische Schule;kein | keine;kein | keine
id00860;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;36-45;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Verkaufskräfte;Spezialisten in der Informations- und Kommunikationstechnologie
id04186;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;18-25;anderes (auf Arbeitssuche);;;obligatorische Schule;kein | keine;Betreuungsberufe
id02172;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;FALSE;46-55;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Verkaufskräfte
id01952;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;18-25;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;Betreuungsberufe
id02302;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;18-25;Angestellt, regelmässig;Eine Teilzeitstelle (50-89%);anderes;Anlehre;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id03186;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;46-55;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Montageberufe;Montageberufe
id02057;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;ledig;Schweiz;TRUE;18-25;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte
id00296;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;ledig;Schweiz;TRUE;18-25;Angestellt, regelmässig;Eine Teilzeitstelle (50-89%);;Berufslehre/-schule;Spezialisten in Gesundheitsberufen;Spezialisten in Gesundheitsberufen
id02461;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;36-45;ohne Arbeit, beim Arbeitsamt gemeldet;;;Anlehre;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id02139;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id00523;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;FALSE;56-65;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id03762;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Verkaufskräfte
id01181;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Allgemeine Büro- und Sekretariatskräfte
id00116;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;18-25;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte;Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte
id04113;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Schutzkräfte und Sicherheitsbedienstete
id00872;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;Anlehre;Verkaufskräfte;Verkaufskräfte
id00258;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Betreuungsberufe
id03745;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;46-55;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id03618;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Maturität, Berufsmatura, Diplommittelschule;kein | keine;Sonstige Bürokräfte und verwandte Berufe
id01097;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;verheiratet;Schweiz;TRUE;36-45;in der Lehre;Vollzeit(90+);;obligatorische Schule;kein | keine;Verkaufskräfte
id02161;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;verheiratet;Schweiz;TRUE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Allgemeine Büro- und Sekretariatskräfte
id00156;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Maturität, Berufsmatura, Diplommittelschule;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id04719;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;Anlehre;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker;Ingenieurtechnische und vergleichbare Fachkräfte
id04322;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;Angestellt, regelmässig;Eine Teilzeitstelle (bis 49%);keine Vollzeitstelle;obligatorische Schule;kein | keine;Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte
id04487;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;18-25;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft
id01423;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Berufe im Bereich personenbezogener Dienstleistungen
id03332;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;26-35;;;;Universität/Hochschule/Fachhochschule;;
id00400;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;FALSE;26-35;Arbeitsintegrationsprogramm;Vollzeit(90+);;obligatorische Schule;kein | keine;Reinigungspersonal und Hilfskräfte
id01681;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;18-25;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Verkaufskräfte
id03707;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;FALSE;46-55;;;;;;
id01467;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;Selbstständig;;;höhere Fach- und Berufsausbildung;Lehrkräfte;Lehrkräfte
id04253;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;Angestellt, regelmässig;Eine Teilzeitstelle (50-89%);keine Vollzeitstelle;obligatorische Schule;kein | keine;Reinigungspersonal und Hilfskräfte
id00610;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;Dauerinvalidität;;;obligatorische Schule;kein | keine;Hilfsarbeitskräfte, onA
id01372;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;Rentner/in;;;obligatorische Schule;kein | keine;Hilfsarbeitskräfte, onA
id01848;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;46-55;keine Chance auf dem Arbeitsmarkt;;;obligatorische Schule;kein | keine;Hilfsarbeitskräfte, onA
id01109;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Assistenzberufe im Gesundheitswesen
id00629;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;Arbeit auf Abruf;;;Berufslehre/-schule;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id03375;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;46-55;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Juristische, soziale, kulturelle und verwandte Fachkräfte;Juristische, soziale, kulturelle und verwandte Fachkräfte
id00637;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;Schweiz;TRUE;56-65;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker;Berufe im Bereich personenbezogener Dienstleistungen
id03001;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;FALSE;46-55;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;Juristische, soziale, kulturelle und verwandte Fachkräfte
id02355;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;Angestellt, regelmässig;Eine Teilzeitstelle (bis 49%);keine Vollzeitstelle;Anlehre;Verkaufskräfte;Verkaufskräfte
id04826;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;Hilfskräfte in der Nahrungsmittelzubereitung
id02579;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;Selbstständig;Eine Teilzeitstelle (50-89%);keine Vollzeitstelle;obligatorische Schule;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id03315;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;Arbeit auf Abruf;Eine Teilzeitstelle (50-89%);;Anlehre;Bediener stationärer Anlagen und Maschinen;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id03594;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;Angestellt, regelmässig;Eine Teilzeitstelle (bis 49%);anderes;Anlehre;Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft;Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft
id01078;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Person mit Kind / Kinder;geschieden;Schweiz;TRUE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;Juristische, soziale, kulturelle und verwandte Fachkräfte;Betreuungsberufe
id00140;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (>3);Alleinstehend;ledig;Schweiz;TRUE;26-35;in der Lehre;Vollzeit(90+);;obligatorische Schule;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id02346;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe;Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe
id03668;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id02908;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;18-25;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;kein | keine
